X1,X2
0.6666666666666666,0
0.8333333333333334,0
1,0.29411764705882354
0.9166666666666666,0.65625
1,0.45454545454545453
0.8333333333333334,0
0.9166666666666666,0.21428571428571427
1,0
1,0.45454545454545453
1,0
1,0
0.9166666666666666,0.5
1,0
0.8333333333333334,0
1,0
1,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.9166666666666666,0
0.75,0.18181818181818182
1,0
1,0.14285714285714285
0.9166666666666666,0
0.9166666666666666,0
0.75,0
1,0.14285714285714285
1,0.6
0.75,0
1,0
0.8333333333333334,0
1,0.6470588235294118
0.5833333333333334,0
1,0
0.75,0
1,0
1,0
1,0
1,0.07692307692307693
0.8333333333333334,0
0.75,0.47058823529411764
1,0
0.5833333333333334,0.7586206896551724
0.75,0
0.9166666666666666,0.08333333333333333
0.9166666666666666,0.21428571428571427
1,0
0.6666666666666666,0.7948717948717948
1,0
0.6666666666666666,0.2727272727272727
0.8333333333333334,0.23076923076923078
0.75,0.35714285714285715
0.8333333333333334,0
0.8333333333333334,0
1,0
0.75,0
0.9166666666666666,0
0.8333333333333334,0
1,0
1,0.7647058823529411
1,0
0.9166666666666666,0
0.75,0.47058823529411764
1,0.07692307692307693
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0
0.5833333333333334,0.7941176470588235
0.9166666666666666,0.5925925925925926
1,0.07692307692307693
1,0
0.8333333333333334,0.696969696969697
0.6666666666666666,0.7894736842105263
0.9166666666666666,0
0.8333333333333334,0
0.5833333333333334,0
1,0.4
0.75,0.7
0.8333333333333334,0.4444444444444444
0.9166666666666666,0.56
1,0
1,0
1,0
1,0
0.9166666666666666,0.5416666666666666
0.75,0
1,0.625
1,0
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0
1,0
1,0.5714285714285714
0.8333333333333334,0
0.75,0.25
0.8333333333333334,0.7435897435897436
0.5833333333333334,0
0.75,0
0.8333333333333334,0.6428571428571429
0.75,0.25
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0.17857142857142858
1,0.5
1,0.3142857142857143
0.9166666666666666,0
1,0.07692307692307693
1,0
1,0.22580645161290322
1,0
1,0
1,0.3142857142857143
0.9583333333333334,0
0.8333333333333334,0
0.9583333333333334,0
1,0
0.9583333333333334,0
1,0
1,0
0.9583333333333334,0
0.9166666666666666,0.08333333333333333
1,0.5
0.9166666666666666,0.5416666666666666
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.28125
1,0
1,0.6065573770491803
0.875,0
1,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
1,0
0.9583333333333334,0
1,0
1,0
1,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0.20689655172413793
0.9583333333333334,0
0.9166666666666666,0.4358974358974359
0.9166666666666666,0
0.9166666666666666,0.043478260869565216
0.9583333333333334,0.08
1,0
0.9583333333333334,0.6229508196721312
1,0
0.9583333333333334,0.14814814814814814
0.9583333333333334,0.08
0.9166666666666666,0.08333333333333333
1,0
0.9583333333333334,0
1,0
0.9583333333333334,0
0.9166666666666666,0
0.9166666666666666,0
1,0
1,0.6065573770491803
1,0
0.9583333333333334,0
0.9583333333333334,0.25806451612903225
0.9583333333333334,0
1,0
1,0
1,0
0.8333333333333334,0.5555555555555556
0.9166666666666666,0.3888888888888889
1,0.04
1,0
0.9166666666666666,0.5111111111111111
0.9583333333333334,0.14814814814814814
0.9583333333333334,0
0.9166666666666666,0
0.9166666666666666,0
1,0.25
0.9583333333333334,0.041666666666666664
0.9583333333333334,0.17857142857142858
0.875,0.34375
1,0
1,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.34285714285714286
0.9583333333333334,0
1,0.48936170212765956
0.9583333333333334,0
1,0
1,0
0.9583333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.875,0
0.9166666666666666,0.12
0.875,0.58
0.7916666666666666,0
0.9583333333333334,0
0.9583333333333334,0.41025641025641024
0.9583333333333334,0.08
0.9387755102040817,0
0.8775510204081632,0
0.9591836734693877,0.06
1,0.25757575757575757
1,0.1694915254237288
0.9183673469387755,0
1,0.02
1,0
0.9795918367346939,0.09433962264150944
1,0
0.9795918367346939,0
0.9795918367346939,0.1111111111111111
0.9591836734693877,0
0.8571428571428571,0
0.8979591836734694,0
0.9591836734693877,0
0.9183673469387755,0
0.9591836734693877,0
0.9795918367346939,0
0.8979591836734694,0
0.8979591836734694,0.022222222222222223
0.9795918367346939,0.04
0.9183673469387755,0.19642857142857142
0.9183673469387755,0
0.9795918367346939,0
0.9387755102040817,0
0.9591836734693877,0.020833333333333332
1,0.27941176470588236
0.8775510204081632,0
1,0
0.9183673469387755,0
0.9387755102040817,0
0.9183673469387755,0
0.9591836734693877,0
0.9183673469387755,0
1,0
0.9795918367346939,0
1,0
0.7959183673469388,0
0.9183673469387755,0
0.9591836734693877,0.06
0.8571428571428571,0
0.8367346938775511,0.3492063492063492
0.7551020408163265,0
0.8571428571428571,0
0.9387755102040817,0.041666666666666664
0.9795918367346939,0
0.9183673469387755,0.35714285714285715
1,0
