X1,X2,X3,X4
1,0.02040816326530612,0.9583333333333334,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9375,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9166666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9583333333333334,0
1,0.02040816326530612,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0.1111111111111111,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,0.9375,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0.14285714285714285,0.9791666666666666,0
1,0,1,0
1,0.02040816326530612,0.875,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,0.875,0
1,0.058823529411764705,1,0.058823529411764705
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9166666666666666,0
1,0,0.9583333333333334,0
1,0,0.9791666666666666,0
1,0.02040816326530612,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9583333333333334,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9583333333333334,0
1,0.3424657534246575,0.9583333333333334,0
1,0,0.9791666666666666,0
1,0.02040816326530612,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9583333333333334,0
1,0,0.9583333333333334,0
1,0.02040816326530612,1,0.02040816326530612
1,0,1,0
1,0,0.9375,0
1,0,0.9791666666666666,0
1,0.02040816326530612,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0.02040816326530612,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0.04,1,0.04
1,0.02040816326530612,1,0
1,0,1,0
1,0,1,0
1,0.1724137931034483,0.9791666666666666,0
1,0,1,0
1,0.02040816326530612,0.875,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.8958333333333334,0
1,0.26153846153846155,1,0.26153846153846155
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0.5,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0.02040816326530612,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0.04,0.9583333333333334,0
1,0,1,0
1,0.02040816326530612,1,0
1,0,0.9791666666666666,0
1,0,0.9375,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0,0.9791666666666666,0
1,0.02040816326530612,1,0.02040816326530612
1,0,1,0
1,0,0.9375,0
1,0,0.9791666666666666,0
1,0.058823529411764705,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,0.9791666666666666,0
1,0.09433962264150944,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9791666666666666,0
1,0,1,0
1,0,1,0
1,0,0.9583333333333334,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0.1724137931034483,1,0.1724137931034483
1,0.02040816326530612,1,0
1,0,1,0
1,0,1,0
