X1,X2
0.5833333333333334,0
0.6666666666666666,0
0.6666666666666666,0
0.8333333333333334,0
1,0
0.75,0
0.9166666666666666,0
0.8333333333333334,0
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.75,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.75,0
0.75,0
0.9166666666666666,0
0.8333333333333334,0
0.6666666666666666,0
0.8333333333333334,0
0.5833333333333334,0
0.75,0
0.9166666666666666,0
0.75,0
0.9166666666666666,0
1,0.5384615384615384
0.6666666666666666,0
0.8333333333333334,0
0.6666666666666666,0
0.9166666666666666,0.3125
0.5833333333333334,0
0.75,0
0.75,0
0.9166666666666666,0
0.75,0
0.9166666666666666,0
0.8333333333333334,0
0.75,0
0.75,0
0.8333333333333334,0
0.5,0.14285714285714285
0.4166666666666667,0
0.5833333333333334,0
0.5,0
0.9166666666666666,0
0.5833333333333334,0.125
0.9166666666666666,0
0.6666666666666666,0
0.75,0
0.5833333333333334,0
0.8333333333333334,0
0.8333333333333334,0
0.9166666666666666,0
0.6666666666666666,0
0.8333333333333334,0
0.75,0
0.9166666666666666,0
1,0.14285714285714285
0.75,0
0.6666666666666666,0
0.6666666666666666,0
0.9166666666666666,0
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.5833333333333334,0.3
0.9166666666666666,0
0.9166666666666666,0
0.8333333333333334,0
0.8333333333333334,0
0.6666666666666666,0.38461538461538464
0.8333333333333334,0
0.25,0
0.5,0
0.9166666666666666,0.26666666666666666
0.6666666666666666,0
0.8333333333333334,0
0.75,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.75,0
0.8333333333333334,0
0.5,0
0.9166666666666666,0
0.8333333333333334,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.8333333333333334,0
0.75,0
0.5833333333333334,0
0.75,0
0.5833333333333334,0
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.875,0
0.875,0
0.9166666666666666,0
1,0
0.9166666666666666,0
0.9166666666666666,0
1,0
1,0
0.9166666666666666,0
1,0.07692307692307693
0.9583333333333334,0
1,0
0.9166666666666666,0
0.875,0
0.9583333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.8333333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.875,0
0.9166666666666666,0
0.9583333333333334,0
0.9166666666666666,0
1,0.35135135135135137
0.875,0
1,0
0.9166666666666666,0
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0
0.8333333333333334,0.13043478260869565
0.9583333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.875,0
0.625,0
0.7916666666666666,0
0.6666666666666666,0
0.9583333333333334,0
0.9166666666666666,0
1,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
1,0
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.9583333333333334,0.041666666666666664
0.8333333333333334,0
0.9166666666666666,0
0.9583333333333334,0
0.7083333333333334,0
0.9166666666666666,0
0.9583333333333334,0
1,0
0.875,0.16
0.9166666666666666,0
1,0
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0.08
0.9583333333333334,0
0.5416666666666666,0
0.875,0
1,0.1724137931034483
0.9166666666666666,0
0.9583333333333334,0
0.875,0
0.9583333333333334,0
1,0.04
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.875,0
0.9583333333333334,0
0.9583333333333334,0
0.9166666666666666,0
0.8333333333333334,0
0.875,0
0.75,0
0.6666666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.7551020408163265,0
0.8571428571428571,0
0.8979591836734694,0
0.9591836734693877,0.06
0.9183673469387755,0
0.8979591836734694,0
0.9795918367346939,0
0.8979591836734694,0
0.8979591836734694,0
1,0
0.8979591836734694,0
0.9387755102040817,0
0.8775510204081632,0
0.8367346938775511,0
0.8979591836734694,0
0.9183673469387755,0
0.8571428571428571,0
0.8979591836734694,0
0.9387755102040817,0
0.9183673469387755,0
0.8979591836734694,0
0.8979591836734694,0
0.8367346938775511,0
0.8775510204081632,0
0.8979591836734694,0
0.9591836734693877,0
0.8571428571428571,0
1,0.10909090909090909
0.8367346938775511,0
1,0
0.8775510204081632,0
0.8979591836734694,0
0.8775510204081632,0
0.8571428571428571,0
0.8775510204081632,0
1,0
0.8571428571428571,0
1,0
0.7959183673469388,0
0.8979591836734694,0
0.9387755102040817,0
0.8163265306122449,0
0.7346938775510204,0
0.6530612244897959,0
0.7142857142857143,0
0.4897959183673469,0
0.9183673469387755,0
0.7755102040816326,0
1,0
0.8979591836734694,0
0.9183673469387755,0
0.8571428571428571,0
0.8979591836734694,0
0.8571428571428571,0
0.9795918367346939,0
0.5306122448979592,0.037037037037037035
0.8979591836734694,0
0.8979591836734694,0
0.9795918367346939,0
0.9591836734693877,0
0.7755102040816326,0
0.7755102040816326,0
0.9387755102040817,0
0.673469387755102,0
0.8571428571428571,0
0.8571428571428571,0
0.9387755102040817,0
0.8163265306122449,0.047619047619047616
0.9183673469387755,0.021739130434782608
1,0
0.9387755102040817,0
0.9387755102040817,0
0.8367346938775511,0.046511627906976744
0.8979591836734694,0
0.5510204081632653,0
0.6938775510204082,0
0.8775510204081632,0
0.9183673469387755,0
0.9795918367346939,0
0.8571428571428571,0
0.9795918367346939,0
0.9591836734693877,0
0.8979591836734694,0
0.8979591836734694,0
0.9387755102040817,0
0.8163265306122449,0
0.8979591836734694,0
0.8979591836734694,0
0.9183673469387755,0
0.7959183673469388,0
0.9183673469387755,0
0.8571428571428571,0
0.8367346938775511,0
0.8163265306122449,0
0.7346938775510204,0
0.7551020408163265,0
0.7551020408163265,0
0.8775510204081632,0
0.9183673469387755,0
0.8979591836734694,0
0.5714285714285714,0.12727272727272726
0.6666666666666666,0.1111111111111111
0.7380952380952381,0.10144927536231885
0.9642857142857143,0.07954545454545454
0.9880952380952381,0.07777777777777778
0.7261904761904762,0.10294117647058823
0.9047619047619048,0.08433734939759036
0.8690476190476191,0.0875
0.9285714285714286,0.08235294117647059
0.9285714285714286,0.08235294117647059
0.8095238095238095,0.09333333333333334
0.9166666666666666,0.08333333333333333
0.7738095238095238,0.09722222222222222
0.6785714285714286,0.109375
0.8928571428571429,0.08536585365853659
0.8690476190476191,0.0875
0.7142857142857143,0.1044776119402985
0.8928571428571429,0.08536585365853659
0.9404761904761905,0.08139534883720931
0.9523809523809523,0.08045977011494253
0.75,0.1
0.9642857142857143,0.07954545454545454
0.6428571428571429,0.11475409836065574
0.4880952380952381,0.10869565217391304
0.8809523809523809,0.08641975308641975
0.6309523809523809,0.11666666666666667
0.9047619047619048,0.08433734939759036
0.9523809523809523,0.08045977011494253
0.6428571428571429,0.11475409836065574
0.9523809523809523,0.08045977011494253
0.6428571428571429,0.11475409836065574
0.7619047619047619,0.09859154929577464
0.7261904761904762,0.10294117647058823
0.47619047619047616,0.1111111111111111
0.6666666666666666,0.1111111111111111
0.9880952380952381,0.07777777777777778
0.7619047619047619,0.08571428571428572
0.9166666666666666,0.08333333333333333
0.5952380952380952,0.12280701754385964
0.8095238095238095,0.09333333333333334
0.9285714285714286,0.08235294117647059
0.8928571428571429,0.08536585365853659
0.6428571428571429,0.1
0.4166666666666667,0.10256410256410256
0.5,0.125
0.34523809523809523,0.17142857142857143
0.9404761904761905,0.08139534883720931
0.6071428571428571,0.1206896551724138
0.9642857142857143,0.07954545454545454
0.8333333333333334,0.09090909090909091
0.7261904761904762,0.10294117647058823
0.8452380952380952,0.08974358974358974
0.8452380952380952,0.08974358974358974
0.7857142857142857,0.0958904109589041
0.8928571428571429,0.08536585365853659
0.3333333333333333,0.125
0.8214285714285714,0.09210526315789473
0.8452380952380952,0.08974358974358974
0.8571428571428571,0.08860759493670886
0.9523809523809523,0.08045977011494253
0.4166666666666667,0.16666666666666666
0.6785714285714286,0.109375
0.8095238095238095,0.09333333333333334
0.4642857142857143,0.13333333333333333
0.75,0.1
0.8333333333333334,0.09090909090909091
0.7619047619047619,0.09859154929577464
0.6428571428571429,0.11475409836065574
0.6904761904761905,0.1076923076923077
0.9523809523809523,0.08045977011494253
0.8928571428571429,0.08536585365853659
0.7976190476190477,0.0945945945945946
0.6309523809523809,0.11666666666666667
0.7976190476190477,0.0945945945945946
0.4642857142857143,0.09302325581395349
0.7976190476190477,0.0945945945945946
0.8690476190476191,0.0875
0.7976190476190477,0.0945945945945946
0.9404761904761905,0.08139534883720931
0.6190476190476191,0.11864406779661017
0.9047619047619048,0.08433734939759036
0.9047619047619048,0.08433734939759036
0.8809523809523809,0.08641975308641975
0.8571428571428571,0.08860759493670886
0.9285714285714286,0.08235294117647059
0.5238095238095238,0.12
0.8095238095238095,0.09333333333333334
0.7142857142857143,0.1044776119402985
0.7738095238095238,0.09722222222222222
0.6904761904761905,0.1076923076923077
0.9404761904761905,0.08139534883720931
0.8690476190476191,0.0875
0.7380952380952381,0.10144927536231885
0.6785714285714286,0.109375
0.5714285714285714,0.12727272727272726
0.5,0.06666666666666667
0.5595238095238095,0.11320754716981132
0.7023809523809523,0.10606060606060606
0.8452380952380952,0.08974358974358974
0.6785714285714286,0.109375
0.9166666666666666,0
1,0
0.9166666666666666,0
0.8333333333333334,0
1,0
1,0
0.75,0.4
1,0
1,0
0.8333333333333334,0
0.9166666666666666,0
0.9166666666666666,0
0.8333333333333334,0.09090909090909091
1,0
0.9166666666666666,0
0.8333333333333334,0
0.6666666666666666,0.38461538461538464
0.9166666666666666,0
0.8333333333333334,0
0.8333333333333334,0
1,0
1,0
1,0
0.8333333333333334,0.09090909090909091
1,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.9166666666666666,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.8333333333333334,0
0.8333333333333334,0
1,0
1,0
1,0
1,0
0.9166666666666666,0.08333333333333333
1,0
0.9166666666666666,0
1,0
1,0
1,0
0.8333333333333334,0
0.8333333333333334,0.23076923076923078
0.9166666666666666,0
0.9166666666666666,0.15384615384615385
1,0
0.9166666666666666,0
0.8333333333333334,0
0.6666666666666666,0.6190476190476191
1,0
1,0
1,0
1,0
1,0
0.9166666666666666,0.08333333333333333
0.75,0
1,0
1,0
0.9166666666666666,0
0.8333333333333334,0.5454545454545454
0.9166666666666666,0
0.9166666666666666,0
0.8333333333333334,0
0.9166666666666666,0.6071428571428571
0.9166666666666666,0
0.9166666666666666,0
1,0
1,0
1,0
1,0
1,0
0.9166666666666666,0
1,0
1,0
1,0.07692307692307693
1,0
1,0
0.9166666666666666,0
0.9166666666666666,0
0.8333333333333334,0.375
0.8333333333333334,0
1,0
1,0
0.9166666666666666,0
0.9166666666666666,0.26666666666666666
0.6666666666666666,0.1111111111111111
1,0
1,0
0.9166666666666666,0
0.8333333333333334,0
0.75,0
1,0
0.8333333333333334,0.09090909090909091
0.8333333333333334,0
0.8333333333333334,0.23076923076923078
1,0
1,0
1,0
0.9583333333333334,0
1,0
0.9583333333333334,0
1,0.04
1,0
0.9583333333333334,0.041666666666666664
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.14814814814814814
0.9583333333333334,0
1,0
0.9583333333333334,0
0.9583333333333334,0.041666666666666664
0.9583333333333334,0
1,0
0.9583333333333334,0
1,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.30303030303030304
1,0
0.9583333333333334,0
1,0
1,0
0.9166666666666666,0
1,0
0.9583333333333334,0
0.9583333333333334,0
1,0
0.9583333333333334,0
1,0
1,0
1,0
1,0
0.9583333333333334,0
1,0
1,0
1,0
1,0
0.9583333333333334,0
0.9583333333333334,0
1,0.07692307692307693
1,0
0.9583333333333334,0.08
1,0
1,0
0.9583333333333334,0
0.9166666666666666,0.26666666666666666
1,0
0.9583333333333334,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
1,0
1,0
0.9583333333333334,0
1,0
0.9166666666666666,0
1,0.1111111111111111
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.17857142857142858
0.9166666666666666,0
0.9583333333333334,0
1,0
1,0
0.9583333333333334,0
0.9583333333333334,0
1,0
1,0
1,0
0.9166666666666666,0.3888888888888889
1,0.25
1,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0
0.9583333333333334,0.08
1,0
0.9583333333333334,0
1,0
1,0
1,0
0.9166666666666666,0
0.9583333333333334,0
0.9583333333333334,0
1,0
0.9583333333333334,0
0.875,0
0.9166666666666666,0
0.9583333333333334,0
0.9166666666666666,0
0.9166666666666666,0
1,0
0.9583333333333334,0
1,0
0.9795918367346939,0
0.9795918367346939,0
0.8979591836734694,0
1,0
1,0
0.9795918367346939,0
0.9591836734693877,0
0.9387755102040817,0
0.8979591836734694,0
0.9795918367346939,0
1,0
0.9387755102040817,0
0.8571428571428571,0
0.9591836734693877,0
0.9183673469387755,0
0.9183673469387755,0
1,0
0.8979591836734694,0
0.8775510204081632,0
1,0
0.9183673469387755,0
0.9591836734693877,0
0.9591836734693877,0.020833333333333332
1,0
0.9183673469387755,0
1,0
0.9795918367346939,0
0.9387755102040817,0
0.9591836734693877,0
0.9387755102040817,0
0.9795918367346939,0
0.9591836734693877,0
0.8775510204081632,0
1,0
1,0
0.9795918367346939,0
1,0
0.9183673469387755,0
0.9591836734693877,0
1,0
0.9795918367346939,0
1,0
0.9387755102040817,0
0.8367346938775511,0.29310344827586204
0.9387755102040817,0.061224489795918366
0.9795918367346939,0
0.8979591836734694,0.06382978723404255
1,0
0.9387755102040817,0
0.9387755102040817,0
0.8979591836734694,0
0.9795918367346939,0
0.9795918367346939,0
0.8979591836734694,0
0.9183673469387755,0
0.8571428571428571,0
0.9591836734693877,0
0.8979591836734694,0
0.8979591836734694,0
1,0
0.9591836734693877,0
0.9795918367346939,0
0.8571428571428571,0.023255813953488372
0.9591836734693877,0
0.9591836734693877,0
0.9795918367346939,0.04
0.9795918367346939,0
0.8979591836734694,0
1,0
1,0
0.9795918367346939,0
0.9387755102040817,0
0.9795918367346939,0
0.9795918367346939,0
0.9591836734693877,0
0.8571428571428571,0.08695652173913043
1,0
0.9795918367346939,0
0.9591836734693877,0
0.9387755102040817,0
0.9591836734693877,0
0.9387755102040817,0
0.9795918367346939,0
1,0
0.8979591836734694,0
0.9591836734693877,0
0.9183673469387755,0
0.8979591836734694,0
0.9183673469387755,0
0.9591836734693877,0
0.9795918367346939,0
0.9591836734693877,0
0.8775510204081632,0
0.9183673469387755,0
0.9183673469387755,0
0.8775510204081632,0
0.9387755102040817,0
1,0
0.9183673469387755,0
0.9642857142857143,0.07954545454545454
0.9880952380952381,0.07777777777777778
0.9166666666666666,0.08333333333333333
1,0.07692307692307693
0.9404761904761905,0.08139534883720931
0.9880952380952381,0.07777777777777778
0.9285714285714286,0.08235294117647059
0.9404761904761905,0.08139534883720931
0.7023809523809523,0.09230769230769231
0.7976190476190477,0.0945945945945946
0.9285714285714286,0.08235294117647059
0.9285714285714286,0.08235294117647059
0.8333333333333334,0.09090909090909091
0.7142857142857143,0.1044776119402985
0.9285714285714286,0.08235294117647059
0.9761904761904762,0.07865168539325842
0.8333333333333334,0.09090909090909091
0.9642857142857143,0.07954545454545454
0.75,0.1
0.75,0.1
0.9880952380952381,0.07777777777777778
0.9285714285714286,0.08235294117647059
0.9404761904761905,0.08139534883720931
0.7619047619047619,0.09859154929577464
0.9880952380952381,0.07777777777777778
0.8095238095238095,0.09333333333333334
0.9404761904761905,0.08139534883720931
1,0.07692307692307693
